song_name,artist_name,artist_id,release_date,album_name,Lyrics
Steel and Glass,John Lennon,16450,"{'year': 1974, 'month': 9, 'day': 26}",Walls and Bridges," This is a story about your friend and mine Who is it, who is it, who is it?  There you stand with your L.A. tan And your New York walk and your New York talk Your mother left you when you were small But you're going to wish you wasn't born at all  Steel and glass Steel and glass Steel and glass Steel and glass  Your phone don't ring, no one answers your call How does it feel to be off the wall   Well, your mouthpiece squawks as he spreads your lies But you can't pull strings if your hands are tied Well, your teeth are clean but your mind is capped You leave your smell like an alley cat
 Steel and glass Steel and glass Steel and glass Steel and glass"
Stranger’s Room,John Lennon,16450,,,"- ""At this time... I just like to sing."" Here in this lonely room Late in the afternoon Dreaming my life away-hey Don't answer the telephone I'm not home receiving you Here in the afternoon Alone in some stranger's room What am I doing here at all? No need to over do it I'm bleeding now I'm bleeding now Stop the bleeding now Stop the bleeding now Oozing out Dripping down Table's silent shout Aghhh! (Scat sing and whistle) Stop the bleeding now"
"Surprise, Surprise",John Lennon,16450,,,"Sweet as the smell of success Her body's warm and wet She gets me through this God awful loneliness A natural high butterfly Oh I, I need, need, need her Just like a willow tree A breath of spring you see And, oh boy, you don't know what she do to me She makes me sweat and forget who I am I need, need, need, need, need her Well, I was wonderin' how long this could go on, on and on? Well, I thought, I could never be surprised But could it be that I bit my own tongue? Oh yeah, it's so hard to swallow when you're wrong A bird of paradise The sunrise in her eyes God only knows such a sweet surprise I was blind, she blew my mind Think that I, I love, love, love, love, love her I love her, I love her, I love her, I love her, I love her Sweet, sweet, sweet, sweet love Sweet, sweet, sweet, sweet love Sweet, sweet, sweet, sweet love Sweet, sweet, sweet, sweet love Sweet, sweet, sweet, sweet love"
Sweet Little Sixteen,John Lennon,16450,"{'year': 1975, 'month': 2, 'day': 17}",Rock ‘N’ Roll," They're really rocking in Boston In Pittsburgh, PA Deep in the heart of Texas On down to Frisco Bay All over Saint Louis And down in New Orleans All the cats want to dance with Sweet little sixteen  Sweet, sweet, sweet little sixteen She's got the grown up blues Tight dresses and lipstick She's sporting high heeled boots Oh but tomorrow morning She's gonna have to change her trend Become sweet sixteen And back in class again  Oh mommy, mommy Please, please may I go You know it's such a sight to see Somebody steal the show Oh daddy, daddy, daddy, daddy You know I beg of you Scream it to momma It's alright with you
 Because they're rocking in New York In Philadelphia, PA Deep in the heart of Texas Down at the Rainbow L.A All over Saint Louis And down in New Orleans All the mothers want to do Sweet little sixteen  Sweet, sweet, sweet sixteen She's so delicate She's just gotta have it About half, half the number"
The David Frost Show,John Lennon,16450,,,"""We're just gonna... Welcome back, welcome back with John and Yoko, Yoko and John This song is written by, the John Sinclair song, who wrote that song? ""Ah, John Sinclair, I wrote this one.. He spent two years in prison, virtually in isolation and solitary, in case he infiltrated the other prisoners or something. He didn't want any help for two years because he thought why bother, justice will let me out, my appeals will let me out......after two years he began to worry and he asked for some help. We went down, had a rally with 15.000 people. We weren't the only people there, Little Stevie Wonder, and Phil Ochs and Alan Ginsburg...a really big rally."" ""Big Stevie Wonder now!"" ""Big Stevie Wonder, yeah, and it was a beautiful show. Many people devoted their time to it and we came along, sang the songs we sang to you and this one, John Sinclair, which was the final one. By a stroke of good luck he was released on Monday."""
The Famous Five through Woenow Abbey,John Lennon,16450,,In His Own Write,"It was holiday time for the famous five by Enig Blyter; Tom, Stan, Dave, Nigel, Berniss, Arthur, Harry, Wee Jockey, Matoombo, and Craig? For the past 17 years the fabled fibe had been forming into adventures on varicose islands and secrete vallets with their famous ill bred dog, Cragesmure. Their popular Uncle Philpole with his popular curly white hair and his rugged red weather battered face and his popular fisherman's boots and his big junky sweater and his little cottage. 'Gruddly Pod, Gruddly Pod,' the train seemed to say, 'Gruddly Pod, we're on our hollidays,' and they were. Pon arrival they noticed a mysterious stranger who bode no ill? 'Oi what's this 'ere,' he said from behind. 'We're the famous fire by Greenod Bladder,' replied Tom, Stan, Dave, Nigel, Berniss, Arthur, Harry, Wee Jocky, Matoombo, and Craig?, and they were. 'Don't you dare go on the mysterious Woenow Abbey Hill.' That night by the light of their faithful dog Cragesmure, they talked Craig and Mtoombo into foing the dirty worj. Soon they were at Woenow Attlee grazine upone an olde crypped who turned round to be the furtive stranger. 'Keep off the grass,' he asked frae a great hat. Matoombo sprange and soon overpowdered the old crypt with a halfhelsie. Craig? quickly fried the old crypt together. 'Wart is the secrete of Woebeat Dobby?' Craig? asked. 'Yer can beat me but ne'er ye'll learn the secrete,' he answered from a green hut. 'Anything you say may be used in Everton against you,' said Harry. And it was."
The Fat Budgie,John Lennon,16450,,A Spaniard in the Works,"I have a little budgie He is my very pal I take him walks in Britain I hope I always shall. I call my budgie Jeffrey My grandads name’s the same I call him after grandad Who had a feathered brain. Some people don’t like budgies The little yellow brats They eat them up for breakfast Or give them to their cats. My uncle ate a budgie It was so fat and fair. I cried and called him Ronnie He didn’t seem to care Although his name was Arthur It didn’t mean a thing. He went into a petshop And ate up everything. The doctors looked inside him, To see what they could do, But he had been too greedy He died just like a zoo.
My Jeffrey chirps and twitters When I walk into a room, I make him scrambled egg on toast And feed him with a spoon. He sings like other budgies But only when in trim But most of all on Sunday That’s when I plug him in. He flies about the room sometimes And sits upon my bed And if he’s really happy He does it on my head. He’s on a diet now you know From eating far too much They say if he gets fatter He’ll have to wear a crutch. It would be funny wouldn’t it A budgie on a stick Imagine all the people Laughing till they’re sick. So that’s my budgie Jeffrey Fat and yellow too I love him more than daddie And I’m only thirty-two."
The Fat Growth on Eric Hearble,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"One fat morning Eric Hearble wake up with an abnorman fat growth a bombly on his head. “Oh crumb”, said Eric Hearble, who was a very very, surprised. Anyway he carried on as Norman for why should he worried? All of suddy he heard a small little voice calling him by name, “Eric… Eric Hearble”, it seemed to say though I couldn’t say for sure. That night the very same voice spoke saying “Eric, I am a growth on your very head, help me, Eric”. Soon Eric became very attached to his fat growth friend. “Call me Scab”, the voice said and he was. “Call me Eric”, Eric said naturly as he could. From then on you never saw Eric without the big fat scab growth on his head. And that’s why Eric Hearble lost his job teaching spastics to dance. “Were not having a cripple teaching our lads”, said Headmaster."
The Fingletoad Resort Of Teddiviscious,John Lennon,16450,,In His Own Write,"I Peckle and Braces (Granarthur) How many body peoble wash 'Peotle and Plaices'? In a recent Doddipottiddy Poll a roaming retorter intervined asking - 'Do you like Big Grunty better more than Gray Burk'? To these questiump many people answered 'On the other hand who are we to judge? I mean who are we'? II Panorasthma (BBC) The self same questium was asked through some more kind worjing folk about - 'Do you prepare Rinkled Dinglebone or Tichie Bimplebean'? To this inquest many people answering. 'Who the hell is Pimpled Dinkletoes? Anyway Who is he?' III This Disproves the Piltdown Retord that: a- Their all washing the rabio. b- Are their too many adversements on I.T.B.? That seems to be the crutch of the matter. As far as I'm conceived they're foing a grate jobe. But retarding the BBBC's Doddumental Frogrammes - excelent even if they say so theyselfs. c- 9 1/2 peodle wash I.T.B. And they wash BBBBC. Every bodypeogle else read the Deadly Excess or the Davey Grail, except Godfree Wind."
The Great Wok,John Lennon,16450,,,"Hello, hello, testing, testing At this time of year... oh, let me first introduce myself Maybe you have heard me before, I am the great wok And as you know, the great wok must be done Now, at this time of year when brahama is in Brahma The day of Brahma is set to last one thousand years and its night is of equal length Well, for us human being, this is the end of the year now And our minds turns towards what is laughably called the future No mind can comprehend the infinite and absolute anon munsch mars stunvelly humpff As we say in the Himalayas Now let me tell you, my resolution of the year 1979 is to renounce complete everything But complete luxury and self indulgence Now I suggest this is going to be very, very difficult, very difficult indeed I feel it's my duty, not only as a human being but as a person Or was it not George Formy who said there are four billion three hundred and twenty million Mortal or earth years which is one day of Brahma So, one way of looking at it is simply not to look at it at all And that's exactly what we're going to do now So we'll settle down, deeply, I hope, and comfortably in an easy chair And then, lay back, put the incense on, light the candles and give yourself a hard time"
The Maharishi Song,John Lennon,16450,"{'year': 1968, 'month': 1, 'day': 1}",,"Well let me tell you something About the Maharishi camp In Rishikesh There were one or two attractive women there But mainly looked like, you know Schoolteachers or something And the whole damn camp Was spying on the ones in the bathing suits And they're supposed to be meditating And there's this cowboy there called Tom Who plays cowboys on TV And my, did the Beatle wives go for him in a big way I wondered what it was - It was his tight leather belt His jeans, and his dumb eyes They seemed to love them eyes (What's wrong with his eye? You have big eyes.) Me, I took it for real I wrote six hundred songs about how I feel I felt like dying, and crying, and committing suicide But I felt creative and said: ""What the hell's this got to do with What that silly little man's talking about?""
But he did charm me in a way Because he was funny, sort of cuddly Like a sort of, you know (Like a teddy bear) Little daddy with a beard Telling stories of heaven As if he knew You could never pin him down But he often spread rumors through his right hand man Who used to be with the CIA And told about the planes he saved How Maharishi came through the storm on a plane And the pilot was getting worried they couldn't land When Maharishi looked up And with one foul look (According to the man who works for him) Everything was OK and they landed After that I thought: lies But who was that woman that looks like Jean Simmons That keeps going to him for private interviews? She must have been about forty, forty-five Kept telling about her husband cause he wasn't there He was always trying to get a private audience with the Maharishi And he kept refusing
I knew only one thing: He must have had some of his own It must have been that little Indian piece She came with the tailor And could sit at his feet And that was one in five hundred The rest had to wait like good American people In lines to see the master walking on the petals Who lived in a million dollar staccato house overlooking the Himalayas He looked holy (But he was a sex maniac) I couldn't say that, but he certainly wasn't... (Holy) In the true sense of the word, that is"
The Moldy Moldy Man,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,I’m a moldy moldy man I’m moldy thru and thru I’m a moldy moldy man You would not think it true. I’m moldy till my eyeballs I’m moldy til my toe I will not dance I shyballs I’m such a humble Joe.
The Rishi Kesh Song,John Lennon,16450,,,"- ""Alright, the happy rishi kesh song"" All you need to do Is to say this little word I know it sounds absurd But it's true The magic's in the mantra We'll give you all the answers So swallow this That's all you've got to do Ev'rything you need is here And ev'rything that's not here Is not there And yet there's something missing In this god almighty plan Could it be you need a woman? Ah now, all you need to do Is to say this little word I know it sounds absurd But it's true The magic's in the mantra We'll give you all the answers So swallow this That's all you've got to do
But still You're so suicidal Something is wrong This can't be it Something is wrong Uuh - Something is wrong Something is wrong Something is wrong"
The Singularge Experience of Miss Anne Duffield,John Lennon,16450,,A Spaniard in the Works,"I find it recornered in my nosebook that it was a dokey and winnie cave towart the end of Marge in the ear of our Loaf 1892 in Much Bladder, a city off the North Wold. Shamrock Womlbs had receeded a telephart whilst we sat at our lunch eating. He made no remark but the matter ran down his head, for he stud in front of the fire with a thoughtfowl face, smirking his pile, and casting an occasional gland at the massage. Quite sydney without warping he turd upod me with a miscarriage twinkle in his isle. “Ellifitzgerrald my dear Whopper,” he grimmond then sharply “Guess whom has broken out of jail Whopper?” My mind immediately recoughed all the caramels that had recently escaped or escaped from Wormy Scabs. “Eric Morley,” I ventured. He shook his bed. “Oxo Whitney,” I queered, he knotted in the infirmary. “Rygo Hargraves?” I winston agreably. “No, my dear Whopper, it's OXO WHITNEY” he bellowed as if I was in another room, and I wasn't. “How d'you know Womlbs,” I whispered excretely. “Harrybellafonte, my dear Whopper.” At that precise morman a tall rather angularce tall thin man knocked on the door “By all accounts that must be he, Whopper.” I marvelled at his acute osbert lancaster. “How on urge do you know Womlbs” I asped, revealing my bad armchair. “Eliphantitus my deaf Whopper” he baggage knocking out his pip on his large leather leg. In warped the favourite Oxo Whimey none the worse for worms. “I'm an escaped primrose Mr Womlbs” he grate darting francfically about the room. “Calm down Mr Whitney!” I interpolled “or you'll have a nervous breadvan.” “You must be Doctored Whopper” he pharted. My friend was starving at Whitney with a strange hook on his eager face, that tightening of the lips, that quiver of the nostriches and constapation of the heavy tufted brows which I knew so well. “Gorra ciggie Oxo” said Womlbs quickly. I looked at my colledge, hoping for some clue as to the reason for this sodden outboard, he gave me no sign except a slight movement of his good leg as he kicked Oxo Whitney to the floor. “Gorra ciggie Oxo” he reapeted almouth hysterically. “What on urn are you doing my dear Womlbs” I imply; “nay I besiege you, stop lest you do this poor wretch an injury!”
“Shut yer face yer blubbering owld get” screamed Womlbs like a man fermented, and laid into Mr Whitney something powerful net. This wasn't not the Shamrock Womlbs I used to nose, I thought puzzled and hearn at this suddy change in my old friend. Mary Atkins pruned herselves in the mirrage, running her hand wantanly through her large blond hair. Her tight dress was cut low revealingly three or four blackheads, carefully scrubbed on her chess. She addled the final touches to her makeup and fixed her teeth firmly in her head. “He's going to want me tonight” she thought and pictured his hamsome black curly face and jaundice. She looked at her clocks impatiently and went to the window, then leapt into her favorite armchurch, picking up the paper she glassed at the headlines. “MORE NEGOES IN THE CONGO” it read, and there was, but it was the Stop Press which corked her eye. “JACK THE NIPPLE STRIKE AGAIN.” She went cold all over, it was Sydnees and he'd left the door open. “Hello lover” he said slapping her on the butter. “Oh you did give me a start Sydnees” she shrieked laughing arf arfily. “I always do my love” he replied jumping on all fours. She joined him and they galloffed quickly downstairs into a her, rased cab. “Follow that calf” yelped Sydnees pointing a rude fingure. “White hole mate!” said the scabbie. “Why are we bellowing that card Sydnees?” inquired Mary fashionably. “He might know where the party” explained Sydnees. “Oh I see” said Mary looking up at him as if to say. The journey parssed pleasantly enough with Sydnees and Mary pointing out places of interest to the scab driver; such as Buckinghell Parcel, the Horses of Parliamint, the Chasing of the Guards. One place of particularge interest was the Statue of Eric in Picanniny Surplass. “They say that if you stand there long enough you'll meet a friend” said Sydnees knowingly, “that's if your not run over.” “God Save the Queens” shouted the scabbie as they passed the Parcel for maybe the fourth time. “Jack the Nipple” said Womlbs puffing deeply on his wife, “is not only a vicious murderer but a sex meany of the lowest orgy.” Then my steamed collie relit his pig and walkered to the windy of his famous flat in Bugger St in London where it all happened. I pondled on his statemouth for a mormon then turding sharply I said. “But how do you know Womlbs?”
“Alibabba my dead Whopper, I have seen the film.” I knew him toby right for I had only read the comic. That evenig we had an unexpeckled visitor, Inspectre Basil, I knew him by his tell-tale unicorn. “Ah Inspectre Basil mon cher amie” said Womlbs spotting him at once. “What brings you to our humble rich establisment?” “I come on behave of thousands” the Inspectre said sitting quietly on his operation. “I feel I know why you are here Basil” said Womlbs eyeing he leg. “It's about Jock the Cripple is it not?” The Inspectre smiled smiling. “How did you guess?” I inquired all puzzle. “Alecguiness my deep Whopper, the mud on the Inspectre's left, and also the buttock on his waistbox is misting.” The Inspectre looked astoundagast and fidgeted nervously from one fat to the other. “You neville sieze to amass me Mr Wolmbs.” “A drink genitalmen” I veneured, “before we get down to the businose in hand in hand?” They both knotted in egremont and I went to the cocky cabinet. “What would you prepare Basil, Bordom '83 or?” “I'd rather have rather have rather” said the Inspectre who was a gourmless. After a drink and a few sam leeches Womlbs got up and paced the Boor up and down up and down pacing. “Why are you pacing the floor up and down up and down pacing dear Womlbs” I inquiet. “I'm thinking alowed my deaf Whopper.” I looked over at the Inspectre and knew that he couldn't hear him either. “Guess who's out of jail Mr Womlbs” the Inspectre said subbenly. Womlbs looked at me knowingly.
“Eric Morley,” I asked, they shook their heaths. “Oxo Whitney?” I quart, again they shoot their heaps. “Rygo Hargraves?” I wimpied. “No my dear Whopper, OXO WHITNEY!” shouted Wornlbs leaping to his foot. I looked at him admiring this great man all the morphia. Meanwire in a ghasly lit street in Chelthea, a darkly clocked man with a fearful weapon, creeped about serging for revenge on the women of the streets for giving him the dreadfoot V.D. (Valentine Dyall). “I'll kill them all womb by womb” he mufflst between scenes. He was like a black shadow or negro on that dumb foggy night as he furtively looked for his neck victim. His minds wandered back to his childhook, remembering a vague thing or two like his mother and farmer and how they had beaten him for eating his sister. “I'm demented” he said checking his dictionary, “I should bean at home on a knife like these.” He turned into a dim darky and spotted a light. Mary Atkins pruned herselves in the mirrage running her hand wantanly through her large blond hair. Her tight dress was cut low revealingly three or four more blackheads carefully scrubbed on her chess. Business had been bad lately and what with the cost of limping. She hurriedly tucked in her gooseberries and opened the door. “No wonder business is bad” she remarked as she caught size of her hump in the hall mirror. “My warts are showing.” With a carefree yodel she slept into the street and caught a cab to her happy humping grounds. “That Sydnees's nothing but a pimple living on me thus” she thought “lazing about day in day off, and here's me plowing my train up and down like Sofi Arthur and you know how soft Arthur.” She got off as uterus at Nats Café and took up her position. “They'll never even see me in this fog” she muttered switching on her lamps. Just then a blasted Policemat walked by. “Blasted Policemat” she shouted, but luckily he was dea£ “Blasted deaf Policemat” she shouted. “Why don't yer gerra job!” Little did she gnome that the infamous Jack the Nipple was only a few street away. “I hope that blasted Jack the Nipple isn't only a few streets away,” she said, “he's not right in the heads.” “How much lady” a voice shocked her from the toorways of Nats. Lucky for him there was a sale on so they soon retched an agreement. A very high class genderman she thought as they walked quickly together down the now famous Carringto Average. “I tell yer she whore a good woman Mr Womlbs sir” said Sydnees Aspinall. “I quite believe you Mr Asterpoll, after all you knew her better than me and dear old buddy friend Whopper, but wc are not here to discuss her merits ge,od or otherwives, we arc here, Mr Asronaute, to discover as much information as wc can about the unfortunate and untidy death of Mary Atkins.” Womlbs looked the man in the face effortlessly. “The name's Aspinall guvnor” said the wretched man. “I'm deleware of your name Mr Astracan.” Womlbs said looking as if he was going to smash him. “Well as long as you know,” said Aspinall wishing he'd gone to Safely Safely Sunday Trip. Womlbs took down the entrails from Aspinall as quickly as he could, I could see that they weren't on the same waveleg. “The thing the: puddles me Womlbs,” I said when we were alone, “is what happened to Oxo Whitney,” Womlbs logged at me intently, I could see that great mind was thinking as his tufed eyepencil knit toboggen, his strong jew jutted out, his nosepack flared, and the limes on his fourheads wrinkled. “That's a question Whopper.” he said and I marveled at his grammer. Next day Womlbs was up at the crack of dorchesrer, he didn't evening look at the moaning papers. As yewtree I fixed his breakfat of bogard, a gottle of geer, a slice of jewish bread, three eggs with little liars on, two rashes of bacon, a bowd of Rice Kr u stchovs, a fresh grapeful , mu shr u de s, so me freed tomorrows, a basket of fruits, and a cup of teens. “Breakfeet are ready” I showbody “It's on the table.” But to my supplies he'd already gone. “Blast the wicker basket yer grannie sleeps in.” I thought “Only kidding Shamrock” I said remembering his habit of hiding in the cupboard. That day was an anxious one for me as I waited for news of my dear friend, I kcame fretful and couldn't finish my Kennomeat, it wasn't like Shamrock to leave me here all by my own, lonely; without him I was at large. I rang up a few close itamate friends but they didn't know either, even Inspectre Basil didn't know, and if anybody should know, Inspectre Basil should 'cause he's a Police. I was a week lately when I saw him again and I was shocked by his apeerless, he was a tishovelled rock. “My God Womlbs” I cried “My Got, what on earth have you been?” “All in good time Whopper” he trousered. “Wait till I get my breast back.” I poked the fire and warmed his kippers, when he had minicoopered he told me a story which to this day I can't remember."
The Wrestling Dog,John Lennon,16450,,In His Own Write,"One upon a tom in a far off distant land far across the sea miles away from anyway over the hills as the crow barcs 39 peoble lived miles away from anywhere on a little island on a distant land. When the harvest time came along all the people celebrated with a mighty feast and dancing and that. It was Perry's (for Perry was the Loud Mayor) job to provide (and Perry's great pleasure I might add) a new and exciting (and it usually was) thrill and spectacular performer (sometimes a dwarf was used), this yеar Perry had surpassed himselvе by getting a Wrestling Dog! But who would fight this wondrous beast? I wouldn't for a kick off."
Tight A$,John Lennon,16450,"{'year': 1973, 'month': 10, 'day': 29}",Mind Games," Well, just as tight as you can make it Hard and slow ain't hard enough Just as tight as you can shake it, girl Get it on and do your stuff  Tight as you can get it Tight as got it made Uptight's alright, but if you can't stand the heat You'd better get back in the shade  Well, just as tight as an Indian rope trick Long and tough ain't hard enough Just as tight as a dope fiend's fix, my friend Get it up and do your stuff  Tight as you can boogie Tight as got it made Uptight's alright, but if you can't stand the heat You better get back in the shade, well...  Alright Alright, ooh! Ooh-ooh
 Well, tight as you can make it Hard and slow ain't hard enough Just as tight as you can shake it, girl Get it on and do your stuff  Tight as you can get it Tight as got it made Uptight's alright, but if you can't stand the heat You better get back in the shade  Well, tight as an Indian rope trick Hard and long ain't hard enough Just as tight as a dope fiend's fix, my friend Get it up and do your stuff  Tight as you can boogie Tight as got it laid Uptight's alright, but if you can't stand the heat You better get back in the shade, well... 
 Well, tight ass got me cornered Tight ass got me laid Tight ass strut your stuff so tough You're just sweating in the midnight shade  Tight as she can boogie Tight ass, she got laid Uptight's alright, but if you can't stand the heat You better get back in the shade, well, wow!  Ooh! Oh!"
To Know Her Is To Love Her,John Lennon,16450,,Rock ‘N’ Roll," To know, know, know her Is to love, love, love her Everyone said there'll come a day When I, I walk along side of her Yeah! Just to know, know, know her Is to love, love, love her You know that I do You know that I do Yeah, I do, oh, I do  Why, why can't she see Oh, how, how blind can she be Some day she'll see That she was meant just for me, oh yeah "
Treasure Ivan,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"In a little seashore pub in Bristow, a ragged gathering of rags are drinking and makeing melly (before sailing to sea in serge of grate treashy on a sudden Isle far across the ocean). 'Belay there me 'earty scabs,' says Large John Saliver entering. Pegging along towards some old saviours whom have soled the several seas. 'Where be the Parable you normally 'ave on your shoulder, Large John?' Asks Blind Jew looking up. 'Never ye mind' reponds Large John 'And anyways where be your white stick?' ""Ow the 'ell should I know when oi can't see?' All of a suddy Small Jack Hawkins creep in unobtrugell with a siddy grip on his head. 'Ha ha aa aar Jack lad' says Large John in a typical mariner marino. Soon they were heady fir the harboar with Cpt Smellit and Squire Trelorgy. That morgan they sailed with a hearty breeze behind. Large John began to look upon Jack as a son or something, for he was ever putting his arm about him and saying 'Ha Haaaaar', especially with a Parable on his shouldy. One day, however, Small Jack Hawkins was just happening in a barret of abbeys when he overheated Large John and several other saviours planting to botany against the Captain. 'Lung Ho' cry a voice from the pidgeon tow on high, 'Lung Ho and alls well!' Yes and it were true - a little Ivan, Cyril carpet agaist the horivan with palmist trees and cockynuts. 'I wouldn't be surprised if there was not a beardy old man hobbing from rock to rock.' Thought Disreali Hands who'd seen the film, and there was. The first lungboot ashore contained Large John Saliver Small Jack and some others what were numerous and sweaty to behold. Anyway they landed on the Ivan and an owld loon jumps out calling himself Sten Gunn and he's been living all over the treasure for years because cruel old Captaive Flint has put the Black Pot on him and you know what happens with a black pot. So after a bit of stockade and that they sail home to Bristow where they're all arrested for development and Jack Hawkins turns round to be a thirty two year old midget and Large John Saliver has to pay for a new woody leg because they run from fireplace on the Ivan. Sten Gunn turns round to be a young man in the prime of minister and Tom the faithful cat returns to Newcastle."
Twist And Shout,John Lennon,16450,,,"Well, shake it up, baby, now (shake it up, baby) Twist and shout (twist and shout) Come on, come on, come on, come on, baby, now (come on, baby) Come and work it all out (work it all out) Well, you work it all out, oh yeah (work it all out) You know, you look so good (look so good) You know, you got me going, now (got me going) Just like I knew you would (like I knew you would) Well, shake it up, baby, now (shake it up, baby) Twist and shout (twist and shout) Come on, come on, come on, come on, baby, now (come on, baby) Come on and work it all out (work it all out) Well, you twist, you little girl (twist, little girl) You know, you twist so fine (twist so fine) Come on and twist a little closer, now (twist a little closer) And let me know that you're mine (let me know you're mine) Baby now! All: Awww awww awww awwww Well, shake it up, baby, now (shake it up, baby) Twist and shout (twist and shout) Come on, come on, come on, come on, baby, now (come on, baby) Come on and work it all out (work it all out) Well, you twist, you little girl (twist, little girl) You know, you twist so fine (twist so fine) Come on and twist a little closer, now (twist a little closer) And let me know that you're mine (let me know you're mine)
Well shake it shake it shake it baby now(shake it up baby) Well shake it shake it shake it baby now(shake it up baby) Well shake it shake it shake it baby now(shake it up baby)"
Unhappy Frank,John Lennon,16450,,In His Own Write,"Frank looked at the table hardly daring to look at the table. 'I hate that table,' he said 'Bloody owld table in my house.' Then he looked at the clock. 'Damn that clock in my house,' said Frank, for it was his house you know. After a little bit his eye came across his very mother's chair. 'Don't like that chair one bit,' he showbedy. 'Just look at that garbet all filby and durby. How am I supposed to look affaffter all this garby ruddish. Wart am I but a slave tow look upon with deesekfrebit all all the peegle larfing and buzing me in front of all the worled. How can I but garry on? How? Hab I no live of my own to do but wart I must ever jub gleenig and looking areftor theesе damn owld house of my own?' Frank went over to his dubb old mothеr, whomn was stikl liffing with him. 'What are you larfing at you dubb owld boot?' 'Havn' I nuff treble without you kakking in the korber?' With that Frank stub up and kicked her plainly on the head. 'Take that for larfing you budd oled griff.' 'I hate that boot,' he said smiling quirkley to themselves. 'I'm going to sell this daft shed and you to aswell, also Mummy.' So he sold it all and left the country and settled down in another country which he did not loke half as much as his dear old home in England with his dear old quaint old luvly mother what he (Frank) lost due to a bad harvest. Which judd go to show what happens."
Victor Triumphs Again and Mrs Weatherby Learns a Lesson,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"It were a small village, Squirmly on the Slug, and vile ruperts spread fat and thick amongst the inhabidads what libed there. One victor of these gossipity tongues had oft been Victor Hardly, a harmless boot, whom never halmed nobody. A typical quimmty old hag who spread these vile ruperts was Mrs Weatherby - a widow by her first husbands. 'They're holding a Black Matt down at Victors pad,' was oft heard about the village - but I never heard it. Things like this were getting Victor down, if not lower. 'Why but why do they say these bad things about me when I have but never halmed or speak bad,' he would say, but I never heard him. 'He's drawing bad Christians on the graves,' Mrs Weatherby would spread. The whole village was alarming. 'We can't have all this,' said the Vicar, who was a Christian. 'We'll have to set a trap and catch this fowl fiend what desicated our church.' Once and forearm plans were made to prove who it were playing the Darryl with the church. On Thursday or Monday a little group of thirtytwo people, all dictionaries of the Counsil, and the Parcel and the Vicar all hid noticeably amongst all the other dead things lying about. 'This will catch him, God willy,' thought a man with Oxfam on his face. After eight hours or so they all noticed that nothing had happened - and they began to wonder - why? after all hadn't they had the information from a reliable sore?"
Watching the Wheels,John Lennon,16450,"{'year': 1980, 'month': 11, 'day': 17}",The John Lennon Collection," People say I'm crazy Doin' what I'm doin' Well, they give me all kinds of warnings To save me from ruin When I say that I'm okay Well, they look at me kinda strange ""Surely you're not happy now? You no longer play the game""  People say I'm lazy Dreamin' my life away Well, they give me all kinds of advice Designed to enlighten me When I tell 'em that I'm doin' fine Watchin' shadows on the wall ""Don't you miss the big time, boy? You're no longer on the ball""  I'm just sittin' here watchin' the wheels go 'round and 'round I really love to watch them roll No longer ridin' on the merry-go-round I just had to let it go
 Ah, people askin' questions Lost in confusion Well, I tell them there's no problem Only solutions Well, they shake their heads and they look at me As if I've lost my mind I tell them, ""There's no hurry I'm just sittin' here doing time""  I'm just sittin' here watchin' the wheels go 'round and 'round I really love to watch them roll No longer ridin' on the merry-go-round I just had to let it go  I just had to let it go I just had to let it go"
"Well, Well, Well",John Lennon,16450,"{'year': 1970, 'month': 12, 'day': 11}",John Lennon/Plastic Ono Band," Well, well, well Oh well Well, well, well Oh well  I took my loved one out to dinner So we could get a bite to eat And though we both had been much thinner She looked so beautiful, I could eat her  Well, well, well Oh well Well, well, well Oh well  I took my loved one to the big field So we could watch the English sky We both were nervous, feeling dizzy And neither one of us knew just why  Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Well Well Well Well Well Well Well Well Well, well
  Well, well, well Oh well Well, well, well Oh well  We sat and talked of revolution Just like two liberals in the sun We talked of women's revolution And how the hell we could get things done  Well, well, well Oh well Well, well, well Oh well  I took my loved one to a big field So we could catch the English sky We both were nervous, feeling guilty And neither one of us knew just why
 Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Oh well Well, well, well Well Well, well, well Well Well Well"
We Were Four Guys...That’s All (Interview),John Lennon,16450,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," We were four guys, that, eh... I met Paul, said, ""Do you wanna join me band?"", you know, and then George joined and then Ringo joined. We were just a band who made it very, very big, that's all"
