song_name,artist_name,artist_id,release_date,album_name,Lyrics
To Know Her Is to Love Her (Live at the BBC),The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC," To know, know, know her Is to love, love, love her Just to see her smile Makes my life worthwhile Yes, just to know, know, know her Is to love, love, love her And I do And I do And I do  I'll be good to her I'll make love to her Everyone says there'll come a day When I walk alongside of her  Yes, just to know, know, know her Is to love, love, love her And I do And I do And I do  Why can't she see? How blind can she be? Someday she'll see That she was meant just for me, oh, oh
 To know, know, know her Is to love, love, love her Just to see her smile Makes my life worthwhile Yes, just to know, know, know her Is to love, love, love her And I do And I do And I do  Why can't she see? How blind can she be? Someday she'll see That she was meant just for me, oh, oh  To know, know, know her Is to love, love, love her Just to see her smile Makes my life worthwhile Yes, just to know, know, know her Is to love, love, love her And I do And I do And I do"
Tomorrow Never Knows,The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver," Turn off your mind, relax and float downstream It is not dying, it is not dying  Lay down all thoughts, surrender to the void It is shining, it is shining  That you may see the meaning of within It is being, it is being   That love is all and love is everyone It is knowing, it is knowing  That ignorance and hate may mourn the dead It is believing, it is believing  But listen to the colour of your dreams It is not living, it is not living
 Or play the game ""Existence"" to the end Of the beginning, of the beginning  Of the beginning, of the beginning Of the beginning, of the beginning Of the beginning"
Too Bad About Sorrows,The Beatles,586,"{'year': 1981, 'month': None, 'day': None}",,Too bad about sorrows Too bad about love There'll be no tomorrow For all of your love You said you were sleeping But I can't forget The troubles you're leaving Don't be like that
Too Much Monkey Business,The Beatles,586,,," Running to and fro, hard Working at the mail Never fail Get the mail Yeah, some rotten deal Ow!  Too much monkey business Too much monkey business Too much monkey business for me to invite them again  Say me Talking to me Tryin' to run me up a creek She used to buy one Try to pay me again next week Ow!   Long-haired, good-looking Trying to get me hooked Or me to marry Settle down Get the horn by the bull Ow!
  Mediocre money Being fighting in the hall Army bunk, army go Army chow, army cook Ow!   Same thing every day Getting up, going to school No need to make complaining My objection's overruled Ow!   Working in the filling station Too many tires Wipe the windows Check the tire Check the oil and all the gas Ow!
 Too much monkey business Too much monkey business Don't want your moderation, get away, leave me"
Twist and Shout,The Beatles,586,"{'year': 1963, 'month': 3, 'day': 22}",Please Please Me," Well, shake it up, baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon, c'mon, c'mon, c'mon, baby, now (Come on, baby) Come on and work it on out (Work it on out) Well, work it on out, honey (Work it on out) You know you look so good (Look so good) You know you got me going, now (Got me going) Just like I knew you would (Like I knew you would)  Well, shake it up, baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon, c'mon, c'mon, c'mon, baby, now (Come on, baby) Come on and work it on out (Work it on out) You know you twist, you little girl (Twist, little girl) You know you twist so fine (Twist so fine) Come on and twist a little closer, now (Twist a little closer) And let me know that you're mine (Let me know you're mine)   Baby, now (Shake it up, baby) Twist and shout (Twist and shout) C'mon, c'mon, c'mon, c'mon, baby, now (Come on, baby) Come on and work it on out (Work it on out) You know you twist, you little girl (Twist, little girl) You know you twist so fine (Twist so fine) Come on and twist a little closer, now (Twist a little closer) And let me know that you're mine (Let me know you're mine)
 Well, shake it, shake it, shake it, baby, now (Shake it up, baby) Well, shake it, shake it, shake it, baby, now (Shake it up, baby) Well, shake it, shake it, shake it, baby, now (Shake it up, baby)"
Two of Us,The Beatles,586,"{'year': 1970, 'month': 5, 'day': 8}",Let It Be," I Dig a Pygmy by Charles Hawtrey and the Deaf Aids Phase one, in which Doris gets her oats  Two of us riding nowhere, spending someone's Hard earned pay You and me Sunday driving, not arriving On our way back home  We're on our way home We're on our way home We're going home  Two of us sending postcards, writing letters On my wall You and me burning matches, lifting latches On our way back home  We're on our way home We're on our way home We're going home
 You and I have memories Longer than the road that stretches out ahead  Two of us wearing raincoats, standing solo In the sun You and me chasing paper, getting nowhere On our way back home  We're on our way home We're on our way home We're going home  You and I have memories Longer than the road that stretches out ahead  Two of us wearing raincoats, standing solo In the sun You and me chasing paper, getting nowhere On our way back home  We're on our way home We're on our way home We're going home
 We're going home You better believe it Goodbye"
“Victims” Of Beatlemania,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story,": John Babcock with Al Wiman and Roger Christian of radio station KWFB, Hollywood, CA If the off-stage Beatles feel somewhat impersonal toward the public, the public never seems impersonal when it comes to The Beatles: People either like The Beatles or dislike The Beatles. But indifference is almost never discovered. For those who like The Beatles, the feelings may run to high emotion such as a victim of Beatlemania, or perhaps a more subdued but loyal response such as this: ""They give the change of something in the way of non-conformity and i think every teenager well, that's what they look for, especially in this day and age. They stress non-conformity and that's what The Beatles are."" Of course, there are sometimes distraught fathers who shake their heads in confused disbelief after watching their daughters wilt under the emotional strain of idol worship. ""Ah, it's a mob, you know. They're just part of the mob. I mean, uh, they're monkey-see, monkey-do it, so they come running. That's all. It's like a bunch of monkeys, you know."" And let's not forget some of the adult mothers who accompany youngsters to airport fan club rallies. ""You look like a housewife. Are you here to see The Beatles?"" ""Oh, you must be kidding. My husband's coming. And otherwise, do you think I’d fight this motley crew?"" But whether you're a fan or a critic, Beatlemania is a reality. And as Longfellow once advised, ""For after all, the best thing one can do when it's raining, is to let it rain."""
Wait,The Beatles,586,"{'year': 1965, 'month': 12, 'day': 3}",Rubber Soul," It's been a long time, now I'm coming back home I've been away now, oh, how I've been alone  Wait till I come back to your side We'll forget the tears we've cried  But if your heart breaks, don't wait, turn me away And if your heart's strong, hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  I feel as though you ought to know That I've been good, as good as I can be And if you do, I'll trust in you And know that you will wait for me  It's been a long time, now I'm coming back home I've been away now, oh, how I've been alone
 Wait till I come back to your side We'll forget the tears we've cried  I feel as though you ought to know That I've been good, as good as I can be And if you do, I'll trust in you And know that you will wait for me  But if your heart breaks, don't wait, turn me away And if your heart's strong, hold on, I won't delay  Wait till I come back to your side We'll forget the tears we've cried  It's been a long time, now I'm coming back home I've been away now, oh, how I've been alone"
Wake Up Little Susie / I Me Mine (Take 11),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition),"Wake up! Suzie, wake up George: One, two, three, four… All through the day, all through the night George: You all have read that uh, Dave Dee is no longer with us. But Mickey and Tich and I would like to carry on the good work. That always gone down at number two Paul: What Dozy says goes for me and Tich"
Watching Rainbows,The Beatles,586,"{'year': 1969, 'month': None, 'day': None}",,Standing in the garden waiting for the sun to shine Hand me my umbrella when she says she wish she was mine Everybody does think a thing it didn't come Instead of watching rainbows I'm gonna make me some Instead of watching rainbows I'm gonna make me some Standing in the garden waiting for the English sun to come and make me brown so I can be someone Looking at the bench of next door neighbors Crying to my mom of diamond tooth sabers Everybody's got to have something hard to hold Well instead of watching rainbows under the sun You gotta get out son and make you one You gotta get out son and make you one Because you're not gonna make it if you cry cry cry I know Shoot big Shoot big Whatever you do you gotta kill somebody to get what you wanna get You gotta shoot big You gotta shoot big Until you shoot big I can't stand it
We Can Work It Out,The Beatles,586,"{'year': 1965, 'month': 12, 'day': 3}",Yesterday and Today," Try to see it my way Do I have to keep on talking till I can't go on? While you see it your way Run the risk of knowing that our love may soon be gone  We can work it out We can work it out  Think of what you're saying You can get it wrong and still you think that it's alright Think of what I'm saying We can work it out and get it straight or say good night  We can work it out We can work it out  Life is very short and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again
 Try to see it my way Only time will tell if I am right or I am wrong While you see it your way There's a chance that we might fall apart before too long  We can work it out We can work it out  Life is very short and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again  Try to see it my way Only time will tell if I am right or I am wrong While you see it your way There's a chance that we might fall apart before too long  We can work it out We can work it out"
What’d I Say,The Beatles,586,,The Savage Young Beatles,"Hey mama, don't you treat me wrong Come and love your daddy all night long All right, hey, hey, all right now See the girl with the diamond ring She knows how to shake that thing All right, hey, hey, mmm, all right now Ahhh, ohh, ahhh, ohh, ahhh, ohh, ohh Make me feel so good, make me feel so good right now Make me feel so good, make me feel so good right now Make me feel so good, make me feel so good Mmm, see the girl with the red dress on She can do the dog all night long All right, hmm what'd I say, tell me what'd I say Tell me what'd I say, tell me what'd I say right now Tell me what'd I say, tell me what'd I say right now Tell me what'd I say, tell me what'd I say Ahhh, ohh, ahhh, ohh, ahhh, ohh, ohh It's all right, it's all right right now Baby, it's all right, baby, it's all right right now Baby, it's all right, oh yeah! Baby shake that thing, baby shake that thing right now Baby shake that thing, baby shake that thing right now Baby shake that thing, well I feel all right"
What Goes On,The Beatles,586,"{'year': 1965, 'month': 12, 'day': 3}",Rubber Soul," What goes on in your heart? What goes on in your mind? You are tearin' me apart When you treat me so unkind What goes on in your mind?  The other day I saw you as I walked along the road But when I saw him with you, I could feel my future fold It's so easy for a girl like you to lie Tell me why  What goes on in your heart? What goes on in your mind? You are tearin' me apart When you treat me so unkind What goes on in your mind?  (Uuuuh) I met you in the morning waiting for the tides of time But now the tide is turning, I can see that I was blind (Uuuuh) It's so easy for a girl like you to lie (Uuuuh) Tell me why What goes on in your heart?
  (Uuuuh) I used to think of no one else but you were just the same (Uuuuh) You didn't even think of me as someone with a name (Uuuuh) Did you mean to break my heart and watch me die? Tell me why  What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind?"
What Goes On Girl,The Beatles,586,,,What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind The other day I saw you As I walked along the road But when I saw him with you I could feel my future fold It's so easy for a girl like you to lie Tell me why What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind I met you in the morning Waiting for the tides of time But now the tide is turning I can see that I was blind It's so easy for a girl like you to lie Tell me why What goes on in your heart? I used to think of no one else But you were just the same You didn't even think of me As someone with a name Did you mean to break my heart and watch me die Tell me why What goes on in your heart? What goes on in your mind? You are tearing me apart When you treat me so unkind What goes on in your mind
"What Is It, George? (Live at the BBC for “Pop Go The Beatles” / 16th July, 1963)",The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC,"  Uh, George is just coming up here with a letter in his hand, you're looking very serious about it, what is it, George?  It's a letter from Cathy of Newport, Isle of Wight, who says: ""Paul's been to to the Isle of Wight, why haven't I?"" Well, I haven't got the passport, huh. And, and she says, would you please sing a song, uh, for the 5th of St. Teresa  Isle of Wight? So we'd like to feature John shouting: ""Soldiers of Love.""  Alright"
What’s the New Mary Jane,The Beatles,586,"{'year': 1996, 'month': 10, 'day': 28}",," She looks as an African Queen She eating twelve chapattis and cream She tastes as Mongolian lamb She coming from Aldebaran  What a shame Mary Jane had a pain at the party What a shame Mary Jane what a shame Mary Jane had a pain at the party  She like to be married with Yetti He grooving such cookie spaghetti She jumping as Mexican bean To make that her body morphine  What a shame Mary Jane had a pain at the party What a shame Mary Jane what a shame Mary Jane had a pain at the party  She catch Patagonian pancake With that one and gin party makes She having always good contact She making with Apple and contract
 What a shame Mary Jane had a pain at the party What a shame Mary Jane what a shame Mary Jane had a pain at the party All together now  What a shame Mary Jane had a pain at the party What a shame what what a shame Mary Jane had a pain at the party What a shame what a shame what a shame what a shame Mary Jane had a pain at the party What a shame what a shame what a shame what a shame Mary Jane had a pain at the party What a shame what a shame Mary Jane had a pain at the party What a shame what a shame what a shame Mary Jane had a pain at the party What a shame Mary Jane Mary Jane had a pain at the party What a shame Mary Jane what a shame Mary Jane had a pain at the party What a shame Mary Jane what a shame  She looks as an African Queen She tastes as Mongolian lamb  What a shame Mary Jane what a shame Mary Jane had a pain at the party All together now What a shame Mary Jane had a pain at the party What a shame what what a shame Mary Jane had a pain at the party What a shame what a shame what a shame what a shame
Let's hear it Before we get taken away-"
What You’re Doing,The Beatles,586,"{'year': 1964, 'month': 12, 'day': 4}",Beatles for Sale," Look what you're doing I'm feeling blue and lonely Would it be too much to ask of you What you're doing to me?  You got me running And there's no fun in it Why should it be so much to ask of you What you're doing to me?  I've been waiting here for you Wondering what you're gonna do And should you need a love that's true It's me  Please stop your lying You got me crying, girl Why should it be so much to ask of you What you're doing to me? 
 I've been waiting here for you Wondering what you're gonna do And should you need a love that's true It's me  Please stop your lying You got me crying, girl Why should it be so much to ask of you What you're doing to me?  What you're doing to me? What you're doing to me?"
When I Get Home,The Beatles,586,"{'year': 1964, 'month': 7, 'day': 10}",A Hard Day’s Night," Woah-I, woah-I I got a whole lot of things to tell her When I get home  Come on, out my way 'Cause I'm-a gonna see my baby today I got a whole lot of things I gotta say To her  Woah-I, woah-I I got a whole lot of things to tell her When I get home  Come on, if you please I got no time for triviality I got a girl who's waiting home for me Tonight  Woah-I, woah-I I got a whole lot of things to tell her When I get home
 When I get in home tonight I'm gonna hold her tight I'm gonna love her till the cows come home And then I'll love her more Till I walk out that door Again  Come on, let me through I got so many things I gotta do I got no business being here with you This way  Woah-I, woah-I I got a whole lot of things to tell her When I get home, yeah  I got a whole lot of things to tell her When I get home"
When I’m Sixty-Four,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band,"  When I get older losing my hair Many years from now Will you still be sending me a valentine Birthday greetings, bottle of wine? If I'd been out till quarter to three Would you lock the door? Will you still need me, will you still feed me When I'm sixty-four?  Oooh, you'll be older too And if you say the word I could stay with you (Aaaah)  I could be handy mending a fuse When your lights have gone You can knit a sweater by the fireside Sunday mornings go for a ride Doing the garden, digging the weeds Who could ask for more? Will you still need me, will you still feed me When I'm sixty-four?
 Every summer we can rent a cottage In the Isle of Wight, if it's not too dear We shall scrimp and save (We shall scrimp and save) Grandchildren on your knee Vera, Chuck, and Dave  Send me a postcard, drop me a line Stating point of view Indicate precisely what you mean to say Yours sincerely, wasting away Give me your answer, fill in a form Mine for evermore Will you still need me, will you still feed me When I'm sixty-four?  Whoo!"
When the saints go marchin’ in,The Beatles,586,,,"We are traveling in the footsteps Of those who've gone before But we'll all be reunited (but if we stand reunited) On a new and sunlit shore (then a new world is in store) Oh when the saints go marching in When the saints go marching in Oh lord I want to be in that number When the saints go marching in And when the sun refuse (begins) to shine And when the sun refuse (begins) to shine Oh lord I want to be in that number When the saints go marching in When the moon turns red with blood When the moon turns red with blood Oh lord I want to be in that number When the saints go marching in On that hallelujah day On that hallelujah day Oh lord I want to be in that number When the saints go marching in Oh when the trumpet sounds the call Oh when the trumpet sounds the call Oh lord I want to be in that number When the saints go marching in
Some say this world of trouble Is the only one we need But I'm waiting for that morning When the new world is revealed When the revelation (revolution) comes When the revelation (revolution) comes Oh lord I want to be in that number When the saints go marching in When the rich go out and work When the rich go out and work Oh lord I want to be in that number When the saints go marching in When the air is pure and clean When the air is pure and clean Oh lord I want to be in that number When the saints go marching in When we all have food to eat When we all have food to eat Oh lord I want to be in that number When the saints go marching in When our leaders learn to cry When our leaders learn to cry Oh lord I want to be in that number When the saints go marching in"
Where Have You Been All My Life,The Beatles,586,,First Live Recordings Volume One,"Since we kissed I never knew the thrills I could have tasted Since we kissed I never knew the years that I was wasting But now I know I was waiting For you to come by, I was waiting girl, won't you please tell me why it took so long to begin Darling where have you been all my life? Oh don't you know that until we touched I never knew the touch was of revealing Until we touched I never knew my heart was really beating But now I know I was waiting For you to come by, I was waiting girl, won't you please tell me why it took so long to begin Darling where have you been all my life Oh where you've been, where you've been  Now don't you know I was waiting For you to come by, I was waiting girl, won't you please tell me why it took so long to begin Darling where have you been all my life Where have you been, where you've been, where you've been, when I was feeling blue Where have you been, where you've been, where you've been, when I was needing you Oh where you've been, where you've been Where you've been Darling where have you been all my life"
While My Guitar Gently Weeps,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," I look at you all, see the love there that's sleeping While my guitar gently weeps I look at the floor and I see it needs sweeping Still, my guitar gently weeps  I don't know why nobody told you How to unfold your love I don't know how someone controlled you They bought and sold you  I look at the world and I notice it's turning While my guitar gently weeps With every mistake, we must surely be learning Still, my guitar gently weeps   I don't know how you were diverted You were perverted, too I don't know how you were inverted No one alerted you
 I look at you all, see the love there that's sleeping While my guitar gently weeps (I look) Look at you all Still, my guitar gently weeps  Oh, oh Oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, oh, ooh"
Who’s A Millionaire?,The Beatles,586,"{'year': 1964, 'month': 11, 'day': 23}",The Beatles’ Story,"Narrator: But what if there had been no Cavern Club? No Brian Epstein? No George Martin? No Capitol Records? No Lady Luck, to smile down on those four lads from Liverpool? George Harrison very simply puts it this way: ""I dunno. I know if we weren't, uh, making a lot of money and, uh, popular, then we'd just be poor, unpopular Beatles."" Narrator: After many successful months of playing at The Cavern, The Beatles landed a booking tour with a Larry Parnes' Pop Show. The job wasn't a very good one, just backing a young singer, but it was the first time that The Beatles had played outside of thеir native Liverpool. After that camе their booking at the Indra Club in Hamburg, Germany, and a short time later, their discovery by Brian Epstein. While in Germany, the other Beatles—at that time including the late Stuart Sutcliffe—Paul McCartney, who had been with John since the days of the not-too-successful ""Nerk Twins,"" and George, who had just become a Beatle, all found the young German fräuleins much to their liking. But it was clear that John, although greatly elated over the group's newfound fame, longed for his home in Liverpool, and, in his words: ""My love was in Liverpool. She and I met one day and suddenly fell in love. Later, we were married, and I love her."" And like every good husband, John wanted his family to have financial security, however, at this point, it seems to be the least of his worries. When asked about the rumor if he, or any of the group, was a millionaire, he casually scoffed: ""No! That's another lousy rumor... "" (laughter) ""Is Brian Epstein not a millionaire?"" ""No, even he's not one, unfortunately..."" ""Where does all the money go?"" ""Well, a lot of it goes to Her Majesty..."" (laughter) ""She's a millionaire!"" (laughter) Narrator: And, she too, is a Beatle fan. And, as long as we have Beatle fans, I guess we'll always have Beatlemania..."
Why,The Beatles,586,,The Savage Young Beatles,"Why why can't we love again? Why why are you shy on love? If you only knew how much I love you Why can't you love me again? Why why don't you open your heart? Why why are we so far apart? If you only knew how much I love you Why can't you love me again? I just want your loving arms around me, yeah I got to find a way to make you take me back Baby won't you tell me Why why why why are we so far apart? Why why don't you open your heart? If you only knew how much I love you Why can't you love me again? I just want your loving arms around me, yeah I got to find a way to make you take me back Baby won't you tell me Why why why why are we so far apart? Why why don't you open your heart? If you only knew how much I love you Why can't you love me Why can't you love me Why can't you love me again?"
Why Don’t We Do It in the Road?,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," Why don't we d-do it in the road? Mm Why don't we do it in the road? Ah Why don't we do it in the road? Mm Why don't we do it in the road? Mm No one will be watching us Why don't we do it in the road?  Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?  Why don't we do it in the road? Why don't we do it in the road? Why don't we d-do it, do it in the road? Why don't we do it in the road? No one will be watching us Why don't we do it in the road?"
Wild Honey Pie,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album),"  Honey pie Honey pie   Honey pie Honey pie   Honey pie Honey pie Honey pie Honey pie  I love you, honey pie"
With a Little Help from My Friends,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band," Billy Shears!  What would you think if I sang out of tune? Would you stand up and walk out on me? Lend me your ears and I'll sing you a song And I'll try not to sing out of key  Oh, I get by with a little help from my friends Mm, I get high with a little help from my friends Mm, gonna try with a little help from my friends  What do I do when my love is away? ( Does it worry you to be alone? ) How do I feel by the end of the day? ( Are you sad because you're on your own? )  No, I get by with a little help from my friends Mm, get high with a little help from my friends Mm, I'm gonna try with a little help from my friends  Do you need anybody ? I need somebody to love Could it be anybody ? I want somebody to love
 Would you believe in a love at first sight? Yes, I'm certain that it happens all the time What do you see when you turn out the light? I can't tell you, but I know it's mine  Oh, I get by with a little help from my friends Mm, get high with a little help from my friends Oh, I'm gonna try with a little help from my friends  Do you need anybody? I just need someone to love Could it be anybody? I want somebody to love  Oh, I get by with a little help from my friends Mm, gonna try with a little help from my friends Oh, I get high with a little help from my friends Yes, I get by with a little help from my friends With a little help from my friends"
Within You Without You,The Beatles,586,"{'year': 1967, 'month': 5, 'day': 26}",Sgt. Pepper’s Lonely Hearts Club Band," We were talking—about the space between us all And the people—who hide themselves behind a wall of illusion Never glimpse the truth—then it's far too late—when they pass away  We were talking—about the love we all could share—when we find it To try our best to hold it there—with our love With our love—we could save the world—if they only knew  Try to realise it's all within yourself, no one else can make you change And to see you're really only very small, and life flows on within you and without you   We were talking—about the love that's gone so cold and the people Who gain the world and lose their soul They don't know—they can't see, are you one of them?  When you've seen beyond yourself Then you may find, peace of mind is waiting there And the time will come when you see we're all one, and life flows on within you and without you
 "
"Within You, Without You (Instrumental)",The Beatles,586,"{'year': 1996, 'month': 3, 'day': 18}",Anthology 2,
Within You Without You/Tomorrow Never Knows,The Beatles,586,"{'year': 2006, 'month': 11, 'day': 21}",Love,"Turn off your mind, relax and float downstream It is not dying, it is not dying We were talking About the space between us all And the people Who hide themselves behind a wall of illusion Never glimpse the truth Then it's far too late When they pass away We were talking About the love we all could share When we find it To try our best to hold it there with our love With our love, we could save the world If they only knew Try to realize it's all within yourself No one else can make you change And to see you're really only very small And life flows on within you and without you Enihsnus Enihsnus ho"
Without A Song (Jam),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition)," Whoa, I know Unless he has a song  That field of corn, whoa Would never see a plow That field of a corn, whoa, whoa Would be deserted now A man is born, whoa He ain't got no friends No how, no how Unless he has a song, now Now, now, now, now, now, now Did you ever wake up in the mornin’?  A man is born, whoa He ain't got no friends Nowhere, nowhere Unless he has a song, now, now Now, unless he has a song, now  A song, now Well, yeah Well, ah Whoa, oh"
Words of Love,The Beatles,586,"{'year': 1964, 'month': 12, 'day': 4}",Beatles for Sale," Hold me close and tell me how you feel Tell me love is real  Words of love you whisper soft and true Darling, I love you   Let me hear you say the words I long to hear Darling, when you're near  Words of love you whisper soft and true Darling, I love you"
Ya Ya,The Beatles,586,,The Savage Young Beatles,"Oh, well, I'm sittin' here, la, la Waiting for my ya ya Uh huh, uh huh Er, sittin' here, la, la Waiting for my ya ya Uh huh, uh huh It may sound funny But I don't believe she's comin' Uh huh, uh huh Baby, honey, don't leave me worried Uh huh, uh huh Er, baby, honey, er, don't leave me worried Uh huh, uh huh You know that I love you Oh, how I love you Uh huh, uh huh"
Yellow Submarine,The Beatles,586,"{'year': 1966, 'month': 8, 'day': 5}",Revolver," In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines  So we sailed on to the sun Till we found the sea of green And we lived beneath the waves In our yellow submarine  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine  And our friends are all aboar d Many more of them live next door And the band begins to play  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine
 Full steam ahead, Mister Boatswain, full steam ahead Full steam ahead it is, Sergeant Cut the cable! Drop the cable! Aye-aye, sir, aye-aye Captain! Captain!  As we live a life of ease ( A life of ease ) Every one of us ( Every one of us ) has all we need ( Has all we need ) Sky of blue ( Sky of blue ) and sea of green ( Sea of green ) In our yellow ( In our yellow ) submarine ( Submarine, ha-ha! )  We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine"
Yer Blues,The Beatles,586,"{'year': 1968, 'month': 11, 'day': 22}",The Beatles (White Album)," Two, three...  Yes, I'm lonely Want to die Yes, I'm lonely Want to die If I ain't dead already, woo Girl, you know the reason why  In the morning Want to die In the evening Want to die If I ain't dead already, woo Girl, you know the reason why  My mother was of the sky My father was of the earth But I am of the universe And you know what it's worth I'm lonely Want to die If I ain't dead already, woo Girl, you know the reason why
 The eagle picks my eye The worm he licks my bones I feel so suicidal Just like Dylan's Mr. Jones Lonely Want to die If I ain't dead already, woo Girl, you know the reason why  Black cloud crossed my mind Blue mist round my soul Feel so suicidal Even hate my rock and roll Want to die Yeah, want to die If I ain't dead already, woo Girl, you know the reason why "
Yes It Is,The Beatles,586,"{'year': 1965, 'month': 4, 'day': 9}",Beatles VI," If you wear red tonight Remember what I said tonight For red is the color that my baby wore And what's more, it's true Yes it is  Scarlet were the clothes she wore Everybody knows I'm sure I would remember all the things we planned Understand, it's true Yes it is, it's true Yes it is  I could be happy with you by my side If I could forget her, but it's my pride Yes it is, yes it is Oh, yes it is, yeah  “Please don't wear red tonight” This is what I said tonight For red is the color that will make me blue In spite of you, it's true Yes it is, it's true Yes it is
 I could be happy with you by my side If I could forget her, but it's my pride Yes it is, yes it is Oh, yes it is, yeah  “Please don't wear red tonight” This is what I said tonight For red is the color that will make me blue In spite of you, it's true Yes it is, it's true Yes it is, it's true"
Yesterday,The Beatles,586,"{'year': 1965, 'month': 9, 'day': 13}",Help!," Yesterday All my troubles seemed so far away Now it looks as though they're here to stay Oh, I believe in yesterday  Suddenly I'm not half the man I used to be There's a shadow hanging over me Oh, yesterday came suddenly  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday  Yesterday Love was such an easy game to play Now I need a place to hide away Oh, I believe in yesterday  Why she had to go I don't know, she wouldn't say I said something wrong Now I long for yesterday
 Yesterday Love was such an easy game to play Now I need a place to hide away Oh, I believe in yesterday  Mmm-mmm-mmm-mmm-mmm, hmm-hmm"
You Can’t Do That,The Beatles,586,"{'year': 1964, 'month': 3, 'day': 16}",The Beatles’ Second Album," I got something to say that might cause you pain If I catch you talking to that boy again I’m going to let you down And leave you flat Because I told you before Oh, you can’t do that  Well, it’s the second time I’ve caught you talking to him Do I have to tell you one more time, I think it’s a sin I think I'll let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before Oh, you can’t do that  Everybody's green 'Cause I'm the one who won your love But if they'd seen You talking that way They'd laugh in my face  So please listen to me if you want to stay mine I can’t help my feelings, I go out of my mind I'm going to let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before Oh, you can’t do that!
 (You can't do that) (You can't do that) (You can't do that) (You can't do that) (You can't do that)  Everybody's green 'Cause I'm the one who won your love But if they'd seen You talking that way They'd laugh in my face  So please listen to me if you want to stay mine I can’t help my feelings, I go out of my mind I'm going to let you down (Let you down) And leave you flat (Going to let you down and leave you flat) Because I told you before Oh, you can’t do that!"
You Know My Name (Look Up the Number),The Beatles,586,"{'year': 1970, 'month': 3, 'day': 6}",Rarities," You know my name Look up the number You know my name Look up the number You, you know, you know my name You, you know, you know my name  Good evening and welcome to Slaggers Featuring Denis O'Bell Come on Ringo, let's hear it for Denis  Good evening You know my name Look look look up the number You know my name That's right, look up my number You, you know, you know my name You, you know, you know my name You know my name Ba ba ba ba ba ba ba ba ba Look up the number You know my name That's right, look up the number Oh, you know, you know, you know my name You know, you know, you know my name Huh, huh, huh, huh You know my name Ba ba ba pum Look up the number You know my name Look up the number You-a you know, you know my name Baby you-a you know, you know my name You know, you know my name You know, you know my name
 Oh, let's hear it!! Go on Denis, let's hear it for Denis O'Bell  You know my name You know, you know my name You know, you know my name Prrr you know my name and the number You know my name and the number you know, you know my name Look up me number You know my number three, you know my number two You know my number three, you know my number four Oh, you know my name you know number too You know my name you know my number What's up with you? You know my name That's right? Yeah"
